episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/td_error,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/mean_q,info/learner/default_policy/learner_stats/min_q,info/learner/default_policy/learner_stats/max_q,info/learner/default_policy/learner_stats/mean_td_error
79.0,-60.0,7.0,40.63,21,0,11000,32,11000,False,344,11,default,33f7b7bebcab43af92fd8500921bb2c0,2024-01-22_13-29-17,1705948157,3.196373224258423,32.40643358230591,22860,shossain-Legion-5,10.226.80.58,32.40643358230591,352,11,"[46.0, -60.0, 51.0, 38.0, 50.0, 63.0, 30.0, 28.0, -38.0, -16.0, 18.0, 46.0, 55.0, 28.0, 29.0, 22.0, -27.0, -49.0, 10.0, 21.0, -16.0, 36.0, 25.0, 28.0, 49.0, 35.0, 40.0, 34.0, 16.0, 9.0, 41.0, -5.0, 35.0, 41.0, 18.0, 49.0, 44.0, -49.0, 16.0, 40.0, -27.0, -27.0, 39.0, 49.0, -38.0, 44.0, 41.0, 34.0, 39.0, -27.0, 12.0, -27.0, -38.0, 26.0, -38.0, -38.0, -27.0, -49.0, -38.0, -49.0, -27.0, -38.0, -4.0, 11.0, -27.0, 28.0, 41.0, -38.0, 35.0, 79.0, 27.0, 34.0, -27.0, 18.0, 60.0, 16.0, -49.0, -38.0, -49.0, -38.0, -38.0, 60.0, 37.0, -38.0, 30.0, -27.0, 9.0, 50.0, -38.0, -49.0, -5.0, 22.0, -60.0, -27.0, 14.0, 24.0, 18.0, 39.0, -49.0, 22.0]","[9, 60, 15, 6, 5, 14, 25, 27, 60, 60, 48, 9, 11, 27, 26, 33, 60, 60, 56, 34, 60, 30, 30, 38, 17, 20, 15, 21, 39, 57, 14, 60, 42, 25, 48, 6, 11, 60, 39, 4, 60, 60, 16, 17, 60, 33, 14, 21, 38, 60, 54, 60, 60, 29, 60, 60, 60, 60, 60, 60, 60, 60, 59, 55, 60, 38, 25, 60, 42, 9, 28, 32, 60, 37, 6, 50, 60, 60, 60, 60, 60, 6, 7, 60, 47, 60, 46, 27, 60, 60, 60, 44, 60, 60, 52, 31, 48, 16, 60, 55]",0.09698934696220238,0.9466851727871222,0.04251457611905126,0.5319526322701269,0.0,0.065,491820.183,2.741,11676.082,11000,11000,80032,32,80032,10576,20,10.919999999999998,54.4,"[ 2.53997803e-01 -9.40869141e+00  1.25547886e-01 -9.02748108e-03
  6.24057293e-01  6.50587559e-01  4.62286949e-01 -1.15452929e+01
 -9.25224018e+00 -9.73037720e-01 -1.41836319e+01  1.00855732e+00
  5.29507637e-01 -9.47980118e+00 -1.07458582e+01 -8.98685741e+00
  1.73284531e+00  5.87429047e-01 -1.07733536e+01  4.63166714e-01
 -1.36595259e+01 -9.72814083e+00 -3.42140198e-01 -5.93100071e-01
  5.29507637e-01  3.80387783e-01  1.59039497e-01 -5.93100071e-01
  5.87429047e-01 -1.08974495e+01  5.59024334e-01 -9.93931866e+00]",0.0005000000237487257,6.3035784,4.151486,9.8025,-3.8267875
79.0,-60.0,4.39,41.81,29,0,12000,32,12000,False,373,12,default,33f7b7bebcab43af92fd8500921bb2c0,2024-01-22_13-29-20,1705948160,3.5016517639160156,35.908085346221924,22860,shossain-Legion-5,10.226.80.58,35.908085346221924,384,12,"[9.0, 41.0, -5.0, 35.0, 41.0, 18.0, 49.0, 44.0, -49.0, 16.0, 40.0, -27.0, -27.0, 39.0, 49.0, -38.0, 44.0, 41.0, 34.0, 39.0, -27.0, 12.0, -27.0, -38.0, 26.0, -38.0, -38.0, -27.0, -49.0, -38.0, -49.0, -27.0, -38.0, -4.0, 11.0, -27.0, 28.0, 41.0, -38.0, 35.0, 79.0, 27.0, 34.0, -27.0, 18.0, 60.0, 16.0, -49.0, -38.0, -49.0, -38.0, -38.0, 60.0, 37.0, -38.0, 30.0, -27.0, 9.0, 50.0, -38.0, -49.0, -5.0, 22.0, -60.0, -27.0, 14.0, 24.0, 18.0, 39.0, -49.0, 22.0, 21.0, -38.0, -38.0, 0.0, -60.0, 44.0, -16.0, 11.0, 44.0, 50.0, 60.0, 10.0, -16.0, -49.0, 21.0, 47.0, 50.0, 40.0, -2.0, -49.0, 46.0, 26.0, 50.0, 60.0, 50.0, -38.0, -38.0, 28.0, 17.0]","[57, 14, 60, 42, 25, 48, 6, 11, 60, 39, 4, 60, 60, 16, 17, 60, 33, 14, 21, 38, 60, 54, 60, 60, 29, 60, 60, 60, 60, 60, 60, 60, 60, 59, 55, 60, 38, 25, 60, 42, 9, 28, 32, 60, 37, 6, 50, 60, 60, 60, 60, 60, 6, 7, 60, 47, 60, 46, 27, 60, 60, 60, 44, 60, 60, 52, 31, 48, 16, 60, 55, 45, 60, 60, 55, 60, 22, 60, 55, 11, 5, 6, 56, 60, 60, 34, 8, 5, 4, 57, 60, 9, 18, 5, 6, 5, 60, 60, 27, 60]",0.09712370681185922,0.9546387042395483,0.04267611652369935,0.5392244820271799,0.0,0.065,488775.412,2.771,11546.406,12000,12000,88032,32,88032,11584,22,14.180000000000001,54.86,"[  0.09614968   0.3107996  -10.77175      0.07661724 -10.45552
  -0.19697452 -10.77175     -0.18797684 -10.164459    -0.18797684
  -0.04069328 -10.164459     0.16621113 -15.567863     1.7471676
  -0.18797684  -9.409996    -0.18797684 -14.365814     1.7471676
 -10.164459   -10.77175      0.96165943 -10.096982    -0.19697452
 -10.096982    -0.19697452  -0.18797684   1.2955241   -9.409996
 -10.936974     0.02815247]",0.0005000000237487257,4.463355,3.2498295,9.91284,-4.634088
80.0,-60.0,16.26,32.03,45,0,13000,32,13000,False,418,13,default,33f7b7bebcab43af92fd8500921bb2c0,2024-01-22_13-29-24,1705948164,3.4681270122528076,39.37621235847473,22860,shossain-Legion-5,10.226.80.58,39.37621235847473,416,13,"[60.0, 16.0, -49.0, -38.0, -49.0, -38.0, -38.0, 60.0, 37.0, -38.0, 30.0, -27.0, 9.0, 50.0, -38.0, -49.0, -5.0, 22.0, -60.0, -27.0, 14.0, 24.0, 18.0, 39.0, -49.0, 22.0, 21.0, -38.0, -38.0, 0.0, -60.0, 44.0, -16.0, 11.0, 44.0, 50.0, 60.0, 10.0, -16.0, -49.0, 21.0, 47.0, 50.0, 40.0, -2.0, -49.0, 46.0, 26.0, 50.0, 60.0, 50.0, -38.0, -38.0, 28.0, 17.0, -5.0, 30.0, 40.0, -4.0, 50.0, 50.0, 60.0, -60.0, 29.0, 28.0, -38.0, 14.0, 47.0, 41.0, -27.0, -49.0, -16.0, -38.0, 22.0, 49.0, 50.0, 56.0, 50.0, -38.0, 59.0, 60.0, 50.0, 40.0, 50.0, 50.0, 60.0, 48.0, 60.0, 50.0, 50.0, 50.0, 70.0, 50.0, 60.0, 80.0, 50.0, 60.0, 50.0, 60.0, -49.0]","[6, 50, 60, 60, 60, 60, 60, 6, 7, 60, 47, 60, 46, 27, 60, 60, 60, 44, 60, 60, 52, 31, 48, 16, 60, 55, 45, 60, 60, 55, 60, 22, 60, 55, 11, 5, 6, 56, 60, 60, 34, 8, 5, 4, 57, 60, 9, 18, 5, 6, 5, 60, 60, 27, 60, 60, 36, 4, 59, 5, 5, 6, 60, 15, 38, 60, 52, 19, 14, 60, 60, 60, 60, 22, 6, 5, 10, 5, 60, 7, 6, 5, 4, 5, 5, 6, 7, 6, 5, 5, 5, 7, 5, 6, 8, 5, 6, 5, 6, 60]",0.09810321445864893,0.9730503789842578,0.043168405342878656,0.5549750117611174,0.0,0.065,491460.007,2.814,11372.263,13000,13000,96032,32,96032,12592,24,12.920000000000002,55.94,"[  1.3074181    0.91373134   0.90037394   1.3074181  -13.907492
  -9.752653    -8.793762   -13.276936     0.55031633  -8.793762
   1.3723688   10.058228   -11.79996    -15.710813     0.5682535
 -15.698694     1.3074181   -8.641527    -8.793762   -16.399199
   1.3272982    0.91373134 -10.299862    -9.892098   -10.410626
  -0.09652114 -10.22282      0.90037394   0.16988039 -11.949102
   0.15262985  -8.275557  ]",0.0005000000237487257,4.6206317,2.320613,9.92723,-5.342678
80.0,-60.0,29.56,22.14,50,0,14000,32,14000,False,468,14,default,33f7b7bebcab43af92fd8500921bb2c0,2024-01-22_13-29-27,1705948167,3.3972606658935547,42.773473024368286,22860,shossain-Legion-5,10.226.80.58,42.773473024368286,448,14,"[50.0, -38.0, -38.0, 28.0, 17.0, -5.0, 30.0, 40.0, -4.0, 50.0, 50.0, 60.0, -60.0, 29.0, 28.0, -38.0, 14.0, 47.0, 41.0, -27.0, -49.0, -16.0, -38.0, 22.0, 49.0, 50.0, 56.0, 50.0, -38.0, 59.0, 60.0, 50.0, 40.0, 50.0, 50.0, 60.0, 48.0, 60.0, 50.0, 50.0, 50.0, 70.0, 50.0, 60.0, 80.0, 50.0, 60.0, 50.0, 60.0, -49.0, -49.0, -38.0, 5.0, 40.0, 69.0, 47.0, -5.0, 53.0, 38.0, 60.0, 40.0, 50.0, 60.0, -49.0, 29.0, 70.0, 70.0, 60.0, 60.0, 40.0, 60.0, 28.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 42.0, 53.0, 39.0, 3.0, 40.0, 60.0, 60.0, 50.0, 50.0, 35.0, 50.0, 50.0, 60.0, -49.0, -49.0, 45.0, 25.0, -49.0, -49.0, 12.0, -38.0, 40.0]","[5, 60, 60, 27, 60, 60, 36, 4, 59, 5, 5, 6, 60, 15, 38, 60, 52, 19, 14, 60, 60, 60, 60, 22, 6, 5, 10, 5, 60, 7, 6, 5, 4, 5, 5, 6, 7, 6, 5, 5, 5, 7, 5, 6, 8, 5, 6, 5, 6, 60, 60, 60, 50, 4, 8, 30, 60, 13, 28, 6, 4, 5, 6, 60, 26, 7, 7, 6, 6, 4, 6, 27, 6, 6, 5, 5, 5, 5, 13, 13, 5, 41, 4, 6, 6, 5, 5, 20, 5, 5, 6, 60, 60, 21, 30, 60, 60, 43, 60, 4]",0.0991096335464675,0.9870676829692994,0.04356030771179507,0.5735941758747635,0.0,0.076,423667.071,2.679,11944.054,14000,14000,104032,32,104032,13600,26,10.22,56.02,"[-1.2595404e+01  8.9571023e-01  3.1521320e-01 -9.4989290e+00
 -1.6886317e+00  1.0261118e-02  7.0514452e-01  9.5931864e-01
 -1.5089031e+01 -9.5700054e+00 -1.0914937e+01  1.0261118e-02
  3.9651871e-01  7.9257226e-01  4.5780659e-01 -9.5663414e+00
  1.3067255e+00 -1.1654473e+01  1.4297724e+00 -1.0206358e+01
  5.7673645e-01 -1.1303339e+01 -1.1682727e+01 -8.1692934e+00
  7.0514452e-01 -9.6637812e+00 -1.2241354e+01 -9.3570967e+00
 -9.3570967e+00  3.0921602e-01 -1.1948772e+01  1.4297724e+00]",0.0005000000237487257,4.975994,0.36757052,11.424804,-5.131481
70.0,-49.0,36.45,16.9,62,0,15000,32,15000,False,530,15,default,33f7b7bebcab43af92fd8500921bb2c0,2024-01-22_13-29-30,1705948170,3.4341490268707275,46.207622051239014,22860,shossain-Legion-5,10.226.80.58,46.207622051239014,480,15,"[60.0, -49.0, 29.0, 70.0, 70.0, 60.0, 60.0, 40.0, 60.0, 28.0, 60.0, 60.0, 50.0, 50.0, 50.0, 50.0, 42.0, 53.0, 39.0, 3.0, 40.0, 60.0, 60.0, 50.0, 50.0, 35.0, 50.0, 50.0, 60.0, -49.0, -49.0, 45.0, 25.0, -49.0, -49.0, 12.0, -38.0, 40.0, 60.0, 60.0, 60.0, 60.0, 33.0, 30.0, 50.0, 50.0, 60.0, -16.0, -38.0, 19.0, 26.0, 60.0, 40.0, 50.0, 50.0, 7.0, 60.0, -38.0, 50.0, 50.0, 59.0, 60.0, 60.0, 40.0, 49.0, 70.0, 70.0, 50.0, -49.0, -27.0, 53.0, 60.0, 40.0, 50.0, 50.0, 50.0, 50.0, 24.0, 60.0, 50.0, -49.0, 49.0, 60.0, 50.0, 50.0, 50.0, -49.0, -2.0, 59.0, 49.0, 40.0, 38.0, 60.0, 50.0, 60.0, 40.0, 60.0, 50.0, 50.0, 50.0]","[6, 60, 26, 7, 7, 6, 6, 4, 6, 27, 6, 6, 5, 5, 5, 5, 13, 13, 5, 41, 4, 6, 6, 5, 5, 20, 5, 5, 6, 60, 60, 21, 30, 60, 60, 43, 60, 4, 6, 6, 6, 6, 11, 14, 5, 5, 6, 60, 60, 36, 40, 6, 4, 5, 5, 59, 17, 60, 5, 5, 7, 6, 6, 4, 6, 7, 7, 5, 60, 60, 13, 6, 4, 5, 5, 5, 5, 31, 6, 5, 60, 6, 6, 5, 5, 5, 60, 57, 7, 6, 26, 6, 6, 5, 6, 4, 6, 5, 5, 5]",0.0994596104728572,0.9949541344908108,0.043549046410850015,0.5910909922758508,0.0,0.066,487355.585,2.42,13224.073,15000,15000,112032,32,112032,14608,28,10.040000000000001,55.75999999999999,"[ -0.9793794    0.73275495  -1.2690336    0.73275495 -10.816956
  -9.678739     0.46109867 -13.512016    -8.242867     0.48887277
   0.11113214  -0.3006339   -0.8126297    1.5148606   -0.782774
  -8.242867     1.6505945   -0.782774     0.7510996  -13.38611
  -7.622773    -7.622773    -0.28328896 -15.237873     0.3238039
  -8.073365     0.48887277  -0.0794462    1.6505945  -15.418356
  -0.21474934  -8.242867  ]",0.0005000000237487257,4.898156,0.9752525,12.144351,-3.8342447
70.0,-60.0,38.75,17.24,53,0,16000,32,16000,False,583,16,default,33f7b7bebcab43af92fd8500921bb2c0,2024-01-22_13-29-34,1705948174,3.505176305770874,49.71279835700989,22860,shossain-Legion-5,10.226.80.58,49.71279835700989,512,16,"[50.0, 50.0, 7.0, 60.0, -38.0, 50.0, 50.0, 59.0, 60.0, 60.0, 40.0, 49.0, 70.0, 70.0, 50.0, -49.0, -27.0, 53.0, 60.0, 40.0, 50.0, 50.0, 50.0, 50.0, 24.0, 60.0, 50.0, -49.0, 49.0, 60.0, 50.0, 50.0, 50.0, -49.0, -2.0, 59.0, 49.0, 40.0, 38.0, 60.0, 50.0, 60.0, 40.0, 60.0, 50.0, 50.0, 50.0, 22.0, 12.0, 50.0, 11.0, 67.0, 40.0, 46.0, 50.0, 50.0, 50.0, 60.0, -60.0, 23.0, 50.0, 70.0, -4.0, 50.0, 60.0, 60.0, 7.0, 60.0, 60.0, 49.0, 59.0, 60.0, 50.0, 50.0, 54.0, 60.0, 39.0, 60.0, 60.0, -60.0, 51.0, 50.0, 50.0, 50.0, 13.0, 50.0, 50.0, 33.0, 66.0, 50.0, 50.0, 43.0, 60.0, -16.0, 20.0, 8.0, 40.0, 50.0, -5.0, -16.0]","[5, 5, 59, 17, 60, 5, 5, 7, 6, 6, 4, 6, 7, 7, 5, 60, 60, 13, 6, 4, 5, 5, 5, 5, 31, 6, 5, 60, 6, 6, 5, 5, 5, 60, 57, 7, 6, 26, 6, 6, 5, 6, 4, 6, 5, 5, 5, 55, 43, 5, 44, 10, 4, 9, 5, 5, 5, 6, 60, 32, 5, 7, 59, 5, 6, 6, 48, 6, 6, 6, 18, 6, 5, 5, 12, 6, 5, 6, 6, 60, 15, 5, 5, 5, 42, 5, 5, 22, 11, 5, 5, 45, 6, 60, 46, 47, 4, 5, 60, 60]",0.09969867718008973,1.000732330729271,0.04359327973214027,0.604911181514494,0.0,0.064,496367.337,2.666,12002.802,16000,16000,120032,32,120032,15616,30,10.42,55.779999999999994,"[-1.0963182e+00  4.8847508e-01 -7.4623919e+00  9.6259403e-01
  1.0907012e+00 -3.5213680e+00 -1.4492769e+01  2.8108430e+00
 -1.4893472e+01 -1.0293978e+01  2.9192932e+00  6.6099501e-01
 -6.6701221e+00 -1.1845728e+01 -1.4483355e+01 -1.8357582e+01
 -7.3761077e+00 -8.0752096e+00 -5.3505039e-01  1.0133743e-02
 -6.9509196e+00 -5.1874495e+00  5.1749802e-01 -1.5585404e+01
  5.6058204e-01 -1.4454917e+01  2.9192932e+00  1.2416668e+00
  1.4205790e+00 -1.7612728e+01 -6.2449341e+00  5.1749802e-01]",0.0005000000237487257,6.4182887,0.09200257,16.7941,-5.281864
70.0,-60.0,41.04,16.49,66,0,17000,32,17000,False,649,17,default,33f7b7bebcab43af92fd8500921bb2c0,2024-01-22_13-29-38,1705948178,3.560896396636963,53.27369475364685,22860,shossain-Legion-5,10.226.80.58,53.27369475364685,544,17,"[7.0, 60.0, 60.0, 49.0, 59.0, 60.0, 50.0, 50.0, 54.0, 60.0, 39.0, 60.0, 60.0, -60.0, 51.0, 50.0, 50.0, 50.0, 13.0, 50.0, 50.0, 33.0, 66.0, 50.0, 50.0, 43.0, 60.0, -16.0, 20.0, 8.0, 40.0, 50.0, -5.0, -16.0, 38.0, 7.0, 35.0, 50.0, 60.0, -16.0, 10.0, 40.0, 41.0, -60.0, 41.0, 50.0, 50.0, 60.0, 60.0, 49.0, 40.0, 60.0, 22.0, 40.0, 50.0, 40.0, 50.0, 60.0, 50.0, 60.0, 50.0, 50.0, 59.0, 36.0, 60.0, 50.0, 58.0, 60.0, 31.0, 70.0, 50.0, 60.0, 38.0, 60.0, 50.0, 50.0, 40.0, 50.0, 70.0, 60.0, 70.0, 40.0, 70.0, 50.0, 50.0, 50.0, 60.0, 50.0, 13.0, -49.0, 42.0, 3.0, 28.0, 60.0, 40.0, 50.0, 50.0, 50.0, 60.0, -27.0]","[48, 6, 6, 6, 18, 6, 5, 5, 12, 6, 5, 6, 6, 60, 15, 5, 5, 5, 42, 5, 5, 22, 11, 5, 5, 45, 6, 60, 46, 47, 4, 5, 60, 60, 39, 48, 53, 5, 6, 60, 56, 4, 14, 60, 14, 5, 5, 6, 6, 6, 4, 6, 55, 4, 5, 4, 5, 6, 5, 6, 5, 5, 7, 30, 6, 5, 19, 6, 35, 7, 5, 6, 28, 6, 5, 5, 4, 5, 7, 6, 7, 4, 7, 5, 5, 5, 6, 5, 42, 60, 13, 41, 16, 6, 4, 5, 5, 5, 6, 60]",0.10026795162083246,1.008153316389716,0.0437283173590097,0.621955531226746,0.0,0.064,498765.247,2.709,11813.797,17000,17000,128032,32,128032,16624,32,9.94,55.71999999999999,"[ -8.558538     1.4212325   -1.1558892   -3.3527946   -9.272104
  -8.205559   -16.063965    -9.755128    -8.854641   -17.479685
  -8.854641    -9.569997     1.0385113    1.4212325  -11.918019
  -8.141075   -13.962714   -18.30887    -15.58262     -0.24518967
   3.0811758    1.4212325   -3.3998547    1.0072173   12.596885
  -9.272104    -0.18977737   1.4212325    1.1655761   -8.854641
 -18.764212   -18.30887   ]",0.0005000000237487257,6.1106405,-0.30213022,19.106853,-6.359268
70.0,-60.0,41.54,14.34,65,0,18000,32,18000,False,714,18,default,33f7b7bebcab43af92fd8500921bb2c0,2024-01-22_13-29-41,1705948181,3.405400276184082,56.67909502983093,22860,shossain-Legion-5,10.226.80.58,56.67909502983093,576,18,"[50.0, 58.0, 60.0, 31.0, 70.0, 50.0, 60.0, 38.0, 60.0, 50.0, 50.0, 40.0, 50.0, 70.0, 60.0, 70.0, 40.0, 70.0, 50.0, 50.0, 50.0, 60.0, 50.0, 13.0, -49.0, 42.0, 3.0, 28.0, 60.0, 40.0, 50.0, 50.0, 50.0, 60.0, -27.0, 14.0, -27.0, 21.0, 50.0, -60.0, 60.0, 70.0, 40.0, 50.0, 60.0, 50.0, 60.0, 50.0, 50.0, 50.0, 44.0, 40.0, 50.0, 50.0, 50.0, 60.0, 44.0, 50.0, 50.0, 60.0, 70.0, 40.0, 40.0, 70.0, 60.0, 40.0, 50.0, 60.0, 50.0, 59.0, 40.0, 60.0, 37.0, 50.0, 46.0, 40.0, 60.0, 40.0, 50.0, 60.0, 49.0, 21.0, 50.0, 50.0, -49.0, 39.0, -38.0, 3.0, 49.0, -38.0, 50.0, -11.0, 60.0, 50.0, 70.0, 50.0, 50.0, 50.0, 50.0, -16.0]","[5, 19, 6, 35, 7, 5, 6, 28, 6, 5, 5, 4, 5, 7, 6, 7, 4, 7, 5, 5, 5, 6, 5, 42, 60, 13, 41, 16, 6, 4, 5, 5, 5, 6, 60, 52, 60, 45, 5, 60, 6, 7, 4, 5, 6, 5, 6, 5, 5, 5, 11, 4, 5, 5, 5, 6, 11, 5, 5, 6, 7, 4, 4, 7, 6, 4, 5, 6, 5, 7, 4, 6, 18, 5, 20, 4, 6, 4, 5, 6, 28, 34, 5, 5, 60, 38, 60, 52, 6, 60, 5, 55, 6, 5, 7, 5, 5, 5, 5, 60]",0.10049182528482553,1.0129819778549032,0.04363908061607287,0.6332719807345093,0.0,0.064,497655.647,2.794,11451.829,18000,18000,136032,32,136032,17632,34,10.32,55.67999999999999,"[-1.96289291e+01 -1.08015785e+01  1.30021763e+00  6.87561989e-01
  2.70010376e+00 -1.95568371e+01 -2.53782809e-01  1.58351970e+00
 -1.77606583e+00  1.67197585e-02  1.64511502e+00 -9.66055489e+00
  1.67197585e-02 -1.76921387e+01  4.01212883e+00  1.36285496e+00
  1.64511502e+00 -1.22163963e+01 -1.95568371e+01 -2.27440090e+01
 -9.78401184e+00  2.76855278e+00 -9.66055489e+00 -1.08015785e+01
 -1.68331070e+01  1.16824341e+00 -3.63824844e-01 -1.26011295e+01
 -1.51125317e+01  1.73588371e+00  1.97036152e+01  1.66501427e+00]",0.0005000000237487257,7.000926,0.08260387,22.081682,-5.2197657
70.0,-60.0,37.1,17.46,46,0,19000,32,19000,False,760,19,default,33f7b7bebcab43af92fd8500921bb2c0,2024-01-22_13-29-44,1705948184,3.3559319972991943,60.03502702713013,22860,shossain-Legion-5,10.226.80.58,60.03502702713013,608,19,"[60.0, 50.0, 50.0, 50.0, 44.0, 40.0, 50.0, 50.0, 50.0, 60.0, 44.0, 50.0, 50.0, 60.0, 70.0, 40.0, 40.0, 70.0, 60.0, 40.0, 50.0, 60.0, 50.0, 59.0, 40.0, 60.0, 37.0, 50.0, 46.0, 40.0, 60.0, 40.0, 50.0, 60.0, 49.0, 21.0, 50.0, 50.0, -49.0, 39.0, -38.0, 3.0, 49.0, -38.0, 50.0, -11.0, 60.0, 50.0, 70.0, 50.0, 50.0, 50.0, 50.0, -16.0, -16.0, 35.0, 33.0, 34.0, 60.0, 50.0, 60.0, 50.0, 50.0, 49.0, -49.0, 37.0, 60.0, 50.0, 50.0, 50.0, 22.0, 5.0, 60.0, 59.0, -49.0, 40.0, 50.0, 60.0, 50.0, 70.0, 60.0, -49.0, -49.0, 55.0, 6.0, 50.0, -16.0, 18.0, 50.0, 70.0, 50.0, 6.0, 50.0, 60.0, 60.0, 50.0, 70.0, 50.0, -60.0, -60.0]","[6, 5, 5, 5, 11, 4, 5, 5, 5, 6, 11, 5, 5, 6, 7, 4, 4, 7, 6, 4, 5, 6, 5, 7, 4, 6, 18, 5, 20, 4, 6, 4, 5, 6, 28, 34, 5, 5, 60, 38, 60, 52, 6, 60, 5, 55, 6, 5, 7, 5, 5, 5, 5, 60, 60, 20, 33, 54, 6, 5, 6, 5, 5, 6, 60, 29, 6, 5, 5, 5, 33, 50, 6, 7, 60, 15, 5, 6, 5, 7, 6, 60, 60, 11, 49, 5, 60, 48, 5, 7, 5, 49, 5, 6, 6, 5, 7, 5, 60, 60]",0.10052419182322611,1.0160325061312196,0.04355569804475214,0.6385642085024981,0.0,0.065,494356.273,2.609,12264.047,19000,19000,144032,32,144032,18640,36,10.825000000000001,55.650000000000006,"[  0.4702568    3.0330076  -14.501731   -13.830645   -17.526226
  -9.292681     1.4028988   -0.35396737  -1.7292175  -18.964819
 -21.55703     -3.0473862    0.37652898  15.180386   -17.526226
   1.4028988  -17.526226     0.31934285  -0.82879925 -14.083733
 -14.744652   -10.151331    -0.38651085 -10.151331     0.42277598
 -18.804293     0.31934285   1.8808408  -23.190699    -1.2212415
  -3.0473862   -9.309366  ]",0.0005000000237487257,7.2302623,-0.6165359,19.360586,-6.7802258
80.0,-60.0,34.99,19.13,55,0,20000,32,20000,False,815,20,default,33f7b7bebcab43af92fd8500921bb2c0,2024-01-22_13-29-48,1705948188,3.301264762878418,63.336291790008545,22860,shossain-Legion-5,10.226.80.58,63.336291790008545,640,20,"[35.0, 33.0, 34.0, 60.0, 50.0, 60.0, 50.0, 50.0, 49.0, -49.0, 37.0, 60.0, 50.0, 50.0, 50.0, 22.0, 5.0, 60.0, 59.0, -49.0, 40.0, 50.0, 60.0, 50.0, 70.0, 60.0, -49.0, -49.0, 55.0, 6.0, 50.0, -16.0, 18.0, 50.0, 70.0, 50.0, 6.0, 50.0, 60.0, 60.0, 50.0, 70.0, 50.0, -60.0, -60.0, -16.0, 51.0, 50.0, 50.0, 49.0, 50.0, -60.0, 63.0, -38.0, -49.0, 20.0, 37.0, 50.0, 60.0, 60.0, 60.0, -38.0, -49.0, 36.0, 39.0, 50.0, 50.0, 50.0, 60.0, 40.0, 50.0, 49.0, 50.0, 70.0, 40.0, 59.0, 80.0, 50.0, 50.0, 50.0, 40.0, 50.0, 50.0, 50.0, 50.0, -3.0, 50.0, 60.0, 60.0, 69.0, 60.0, 49.0, 50.0, 51.0, 60.0, 60.0, 17.0, 50.0, -27.0, -27.0]","[20, 33, 54, 6, 5, 6, 5, 5, 6, 60, 29, 6, 5, 5, 5, 33, 50, 6, 7, 60, 15, 5, 6, 5, 7, 6, 60, 60, 11, 49, 5, 60, 48, 5, 7, 5, 49, 5, 6, 6, 5, 7, 5, 60, 60, 60, 15, 5, 5, 6, 5, 60, 14, 60, 60, 57, 18, 5, 6, 6, 6, 60, 60, 19, 27, 5, 5, 5, 6, 4, 5, 6, 5, 7, 4, 7, 8, 5, 5, 5, 4, 5, 5, 5, 5, 58, 5, 6, 6, 8, 6, 6, 5, 15, 6, 6, 38, 5, 60, 60]",0.10053772072729973,1.019450244433963,0.043434773478507945,0.6424701955562528,0.0,0.065,494174.256,2.581,12397.836,20000,20000,152032,32,152032,19648,38,10.18,55.7,"[ 1.5893898e+00 -1.9251825e+01 -1.9251825e+01 -1.7955910e+01
 -9.9603057e-02 -3.3759308e-01 -1.2326048e+01  1.9092827e+00
 -9.9603057e-02 -4.2019534e-01 -1.5503883e-02 -1.2326048e+01
 -2.2208662e+01 -9.9603057e-02  2.1924849e+00 -4.4208717e-01
  2.0113673e+00 -9.9603057e-02 -1.7955910e+01 -1.8477936e+00
 -2.4179506e+00  2.1924849e+00 -9.9603057e-02 -1.6979744e+01
 -2.5702858e-01 -2.3622053e+01 -2.3225866e+01 -1.1947981e+01
 -9.9603057e-02 -9.9603057e-02 -1.3881720e+01 -3.3759308e-01]",0.0005000000237487257,8.560045,1.797197,23.783684,-6.494111
